,0
324,7811207713
325,3249324231
326,7849247775
327,7788798084
328,6857690666
329,7848963774
330,7848886673
331,7848963574
332,7785772640
333,7794195869
334,7848738875
335,7837724268
336,7848888295
337,7849182793
338,7849311995
339,5822095929
340,6773793527
341,7529200122
342,7845163931
343,7849054503
344,7788049739
345,7554968644
346,7849039501
347,7734813411
348,7810389512
349,7388441652
350,3942973394
351,7841008784
352,7812754127
353,7826452736
354,5629653425
355,7846585247
356,7776583006
357,7848963612
358,7847099777
359,5560438253
360,7570859083
361,7849039308
362,7848813240
363,7849311889
364,7361307022
365,7811317808
366,7089708948
367,7849247618
368,7650766881
369,7241726708
370,7848963377
371,7677112769
372,7655717482
373,7829809484
374,7810479887
375,7810589813
376,7848813209
377,7589258501
378,7445320295
379,7740585476
380,7849054277
381,7813442730
382,7836768532
383,7755169816
384,7791475692
385,7848888069
386,7849247589
387,7481041408
388,7824781285
389,7448632253
390,7566213869
391,7558510450
392,7416697177
393,7849182579
394,7807964130
395,7312405535
396,7848738528
397,7849311746
398,7440929600
399,7844393363
400,7848813577
401,7849118847
402,7814269888
403,7760763000
404,6640498426
405,7792364713
406,7848813492
407,7848987479
408,7740986252
409,7829606925
410,7741956360
411,7814324025
412,7849118782
413,7527850055
414,7792848091
415,7436754250
416,7585144767
417,7849182828
418,5900891063
419,7818563566
420,7849182916
421,7811221016
422,7849039722
423,7785875851
424,7447565301
425,7846305872
426,7761452506
427,7799648649
428,7821748968
429,7849247779
430,7777664839
431,7849312023
432,7710880358
433,7804369236
434,7849011650
435,7848888282
436,7469358406
437,7474376604
438,5950209769
439,7849311974
440,7768957078
441,7847862600
442,7428862805
443,5868480533
444,7849039620
445,7758551713
446,7763585349
447,7592679410
448,7512890375
449,7849039553
450,6001655716
451,6335199530
452,7826101607
453,7817372368
454,7848813344
455,7415815532
456,7431752110
457,7794887126
458,7555826547
459,7819674717
460,7846787695
461,7829237473
462,7849182553
463,7802495081
464,7098405491
465,7842802315
466,7441342438
467,2946100677
468,7849182628
469,7848963619
470,6617818262
471,7819487224
472,7808015958
473,7812837011
474,7809809264
475,7384323125
476,6087341060
477,7749822873
478,7848813165
479,7849247593
480,7848963597
481,7835997590
482,6085796755
483,7812824703
484,7849308300
485,7848064450
486,7813068614
487,7849108208
488,6395453704
489,7777162104
490,7121242200
491,7411300534
492,7849054345
493,7848963558
494,7849039321
495,7768130093
496,7827020856
497,7762410796
498,7636720227
499,7560740715
500,7559373648
501,7304902645
502,5811320415
503,7501559735
504,7409558803
505,7849182922
506,7657710421
507,7787787968
508,5510937565
509,7849039836
510,7640425896
511,7398057667
512,7848738945
513,6666486258
514,7848888182
515,7446920994
516,7848727598
517,6965080794
518,7848738998
519,7849054573
520,7849118627
521,6274371347
522,7500169550
523,6859484239
524,7848888319
525,7721792711
526,7749009580
527,7087881258
528,7219895133
529,7839155529
530,7803572002
531,7848738787
532,7799648649
533,7824478660
534,2100917681
535,7806909759
536,7592270774
537,7495639115
538,7752383139
539,7849011650
540,7848888282
541,7776543598
542,7474376604
543,5950209769
544,7849311974
545,7741082550
546,7847862600
547,7291387715
548,7848217089
549,7819651096
550,7849039653
551,7730595449
552,7592679410
553,7512890375
554,7526204704
555,6605358659
556,7711516653
557,7848467410
558,7314885831
559,6612754648
560,7757018912
561,7431752110
562,7848812318
563,7849039481
564,7798180382
565,7297100760
566,7737471485
567,7849182553
568,7690528483
569,5718341097
570,7842802315
571,6177976663
572,7831938530
573,7645450403
574,6372703301
575,6617818262
576,7845425324
577,7848963598
578,7812837011
579,7809809264
580,7708186987
581,6087341060
582,7749822873
583,7602001910
584,5393108599
585,1849999842
586,7768356139
587,7751061582
588,5254097615
589,7751735184
590,7782539408
591,7798091750
592,7578429182
593,7848738552
594,7741413643
595,7805471938
596,7848738591
597,7800553316
598,0
599,7849039898
600,7753385671
601,7839331144
602,7807228076
603,7848888480
604,7404251340
605,7559373648
606,7304902645
607,7676392794
608,7722723460
609,7689865275
610,7849182922
611,6164939727
612,7773934615
613,7819849829
614,7848888302
615,7392371446
616,7849054651
617,5898266588
618,7848805647
619,6571598146
620,7814324025
621,7844390496
622,7567360392
623,7848888407
624,7313176016
625,7849118627
626,7582328447
627,7848888084
628,7734622647
629,7841893637
630,7357183777
631,7810350297
632,7773373686
633,7848963800
634,5379701551
635,7775429345
636,7814935368
637,7743810372
638,7791644622
639,7799434328
640,7849247048
641,6857161731
642,7742516947
643,7780778984
644,7848888358
645,7778624064
646,5982974392
647,7808518834
648,7821249493
649,7672341828
650,6324097388
651,6300102895
652,7846228206
653,7847780664
654,5448380749
655,7796463506
656,7648612533
657,7355687690
658,7062581053
659,7849039557
660,5230955610
661,7313437064
662,7558004330
663,5867803575
664,7719712760
665,7422864666
666,7849039535
667,7797315930
668,7798180382
669,7297100760
670,7737304584
671,5691631833
672,7500243850
673,5718341097
674,7842802315
675,7775230594
676,7849311890
677,7703413668
678,7848888091
679,7849182654
680,7848738585
681,7849247614
682,7749781902
683,7849039411
684,7677112769
685,7849311785
686,7829809484
687,7822113207
688,7849054347
689,6918839388
690,7768356139
691,7848644615
692,7648044710
693,7373274340
694,7830493636
695,7792366563
696,7806306204
697,5953324339
698,7494916402
699,7848739087
700,7742322376
701,7848526933
702,7772011963
703,7849312167
704,7848813604
705,7839331144
706,7807228076
707,7751165786
708,5889935210
709,7559373648
710,7800026354
711,5811320415
712,7702180552
713,7689865275
714,6033640649
715,7454561328
716,7773934615
717,7769852217
718,7828632518
719,7848654762
720,7849247849
721,7814455990
722,7829606925
723,7847642680
724,5547813874
725,7778292942
726,7830963334
727,7848465400
728,7848813558
729,7848888367
730,7799097651
731,7785390271
732,7849039474
733,7849182916
734,7811221016
735,7849039722
736,7813209223
737,7819928426
738,7846305872
739,7037488952
740,7848384827
741,7559803217
742,7849305524
743,7458833700
744,7592270774
745,7495639115
746,7742160636
747,7849118737
748,7848129421
749,6504748076
750,7841410336
751,7848946325
752,7848813329
753,7824556534
754,7810391754
755,7808690064
756,7824256855
757,7847780664
758,7789030179
759,7796463506
760,5251425093
761,5230554964
762,7729069368
763,7529067711
764,7571166416
765,7848738766
766,7688575804
767,7849039556
768,7781841806
769,7849309610
770,7849039545
771,7849039481
772,7798180382
773,7846787695
774,7829237473
775,7389045133
776,7745766787
777,7098405491
778,7842802315
779,6177976663
780,7849311890
781,7645450403
782,6372703301
783,7487864429
784,5861735376
785,6884114845
786,7596258035
787,7568648112
788,7386200491
789,2322101447
790,7827327799
791,7639214575
792,7611073928
793,7779311638
794,7508484797
795,7805126787
796,7849118522
797,7778099903
798,7830493636
799,7849182999
800,7788372467
801,7848964010
802,7682903054
803,7848157995
804,7817821639
805,7597549722
806,7823511378
807,7848509926
808,7671692979
809,7751113543
810,7836455991
811,6696190341
812,7775908531
813,7849118869
814,7817831421
815,7789898183
816,7823043267
817,7848963943
818,7848963827
819,7771944876
820,7848813407
821,7848813552
822,7792652211
823,7803594439
824,7765298685
825,7844317585
826,7777936667
827,7848813376
828,7849054619
829,7748687369
830,6965080794
831,7831620700
832,7616698406
833,7780276050
834,6274371347
835,7640736706
836,7848263133
837,7841893637
838,6582264794
839,6901599409
840,5700074586
841,7847872120
842,7738661985
843,7773344936
844,7848813286
845,7848963491
846,6100963134
847,7458833700
848,7129305281
849,7495639115
850,7752383139
851,7849182812
852,7848813276
853,7469358406
854,7812044372
855,7768474114
856,7848813329
857,7413976317
858,5369459949
859,7291387715
860,7848888281
861,7848963171
862,7758551713
863,7730595449
864,7657126928
865,7776083180
866,7310962531
867,6605358659
868,7840559014
869,7848738798
870,7762197035
871,3942973394
872,7841008784
873,7483191758
874,7848813210
875,7754682342
876,7848963685
877,7768202723
878,6044198903
879,7837036025
880,7742169968
881,7702583345
882,7620972720
883,7844805308
884,7581176812
885,7803476775
886,6472061452
887,7776446779
888,7734612254
889,7848888087
890,7839997720
891,5691951505
892,7741897542
893,7582391796
894,7830504143
895,7525956447
896,7697363650
897,7800898832
898,7848813171
899,7845433143
900,7843624444
901,7590734092
902,7836104399
903,7837012811
904,7849039871
905,7777238782
906,0
907,7535287771
908,7848813579
909,5585777335
910,7822940273
911,7781014937
912,7849312098
913,7717342402
914,6481559190
915,7776770040
916,5049798360
917,6859624493
918,7807250436
919,5388698164
920,7326618547
921,3855739163
922,7848739047
923,7763294492
924,7848812651
925,7731390023
926,7803594439
927,7848813416
928,7779211310
929,7848735466
930,7848888182
931,7446920994
932,7844390496
933,7567360392
934,7792848091
935,7848996576
936,7585144767
937,7848888365
938,5633669521
939,7290291218
940,7419659078
941,7781784405
942,6835022095
943,6960471537
944,7847872120
945,7793123392
946,5711827802
947,7848813286
948,7848738964
949,6100963134
950,7458833700
951,7592270774
952,7495639115
953,7804369236
954,3199996274
955,7848129421
956,6504748076
957,7784857235
958,7808518834
959,7821249493
960,7848733449
961,6139929273
962,7837979963
963,6354285821
964,7779717312
965,7832890146
966,7756004267
967,7848888257
968,3301767157
969,7848738830
970,7849054443
971,6672517451
972,7199198441
973,7483517422
974,7848963684
975,7849039572
976,7848142235
977,7849039535
978,7797315930
979,7798180382
980,7846787695
981,7829237473
982,7527146834
983,7690528483
984,5718341097
985,7842802315
986,7378723614
987,7831938530
988,7849182613
989,7559663507
990,7848813250
991,7847598961
992,7721281734
993,7215349225
994,7259762257
995,7480060584
996,7655717482
997,7848963336
998,7810479887
999,7599221650
1000,7848888569
1001,7849054678
1002,7725008950
1003,7823461008
1004,6581164419
1005,7848813612
1006,7574969764
1007,7743892176
1008,7565856368
1009,7849039586
1010,7848739087
1011,6346830069
1012,7842329213
1013,7800943065
1014,7449113566
1015,7848888515
1016,7568084832
1017,7449008938
1018,7397539763
1019,7829494167
1020,7841123176
1021,7712348449
1022,7777731125
1023,1870136235
1024,7777778398
1025,7849247875
1026,6409007825
1027,7566158155
1028,7848888312
1029,7415833910
1030,5852558367
1031,7848987479
1032,7782563498
1033,7841377341
1034,7776928472
1035,5547813874
1036,7778292942
1037,5943668127
1038,7848465400
1039,7848888377
1040,7848071866
1041,6521854313
1042,7848573295
1043,7849039474
1044,7791736670
1045,7771297419
1046,7087881258
1047,7849039399
1048,7848966869
1049,7803572002
1050,7754698089
1051,7848938214
1052,7421555648
1053,7543360687
1054,5934258907
1055,7849247750
1056,7813909446
1057,7634688145
1058,6523652363
1059,7848813224
1060,6621093659
1061,7282814388
1062,5667406971
1063,7187397745
1064,7849182794
1065,7786406874
1066,6089571045
1067,7779717312
1068,7721774459
1069,7756004267
1070,5876575190
1071,7849247657
1072,7828938393
1073,7722843662
1074,7742539118
1075,7849118622
1076,7768033700
1077,7388441652
1078,3942973394
1079,7841008784
1080,7483191758
1081,7826452736
1082,5629653425
1083,7846585247
1084,7776583006
1085,7848963612
1086,7806536807
1087,7742169968
1088,7848813256
1089,7848963661
1090,7210415963
1091,7837849664
1092,7388476862
1093,7848813203
1094,5507913869
1095,7849054421
1096,7195372437
1097,7839463271
1098,0
1099,7846774452
1100,1840701477
1101,7849247979
1102,7781750401
1103,7848813700
1104,7848888569
1105,5504350319
1106,7725008950
1107,7849183029
1108,7621054436
1109,7753497587
1110,7849182999
1111,7788372467
1112,5379841520
1113,7844882836
1114,7849038841
1115,7841891731
1116,7284710227
1117,7767187127
1118,1111100213
1119,7848813604
1120,7839331144
1121,7807228076
1122,7397539763
1123,7829494167
1124,7841123176
1125,7798135676
1126,7829210914
1127,7812807470
1128,7777778398
1129,7782963239
1130,6409007825
1131,7703366779
1132,7842437345
1133,7415833910
1134,7726306662
1135,7848987479
1136,7740986252
1137,7742250449
1138,7673191866
1139,5547813874
1140,7802447121
1141,6924013694
1142,7430697958
1143,7731074990
1144,7585144767
1145,7848888365
1146,5633669521
1147,5472882342
1148,7736776922
1149,5153385783
1150,5026552701
1151,7813209223
1152,7819928426
1153,7802602508
1154,7848738951
1155,7494107494
1156,7808015211
1157,7848888277
1158,7848813375
1159,7592270774
1160,7710880358
1161,7804369236
1162,7849054485
1163,7779144683
1164,7469069321
1165,7773039846
1166,7764817356
1167,7849182589
1168,7848888295
1169,7488651238
1170,7849054556
1171,5482925748
1172,7849054539
1173,7529200122
1174,6122903245
1175,7592679410
1176,7512890375
1177,7849039553
1178,7848888251
1179,7849247681
1180,7848738798
1181,7817372368
1182,7845838413
1183,7557194522
1184,7364556629
1185,7776072773
1186,7735272976
1187,7534972052
1188,7233953300
1189,7849311358
1190,6941784068
1191,6718814064
1192,3845503593
1193,7270329147
1194,7846249887
1195,7743978028
1196,7388476862
1197,7810569680
1198,7242781759
1199,7782969327
1200,7234399433
1201,7848813457
1202,7848722062
1203,7846774452
1204,1840701477
1205,7626792099
1206,7781750401
1207,7849039943
1208,7619836867
1209,7710029442
1210,7638363376
1211,6849702846
1212,6653857960
1213,7589355682
1214,7848813660
1215,7818081686
1216,7849182817
1217,7838966198
1218,7792067837
1219,7827845524
1220,7849247895
1221,7724798196
1222,7398996694
1223,7733749980
1224,7812292904
1225,7848332537
1226,7849182880
1227,7849039849
1228,7849039805
1229,7820661856
1230,5388698164
1231,7849312147
1232,7849118842
1233,7733263970
1234,6446912985
1235,7612327398
1236,7660688917
1237,7798644481
1238,7811453513
1239,7400521201
1240,7819679546
1241,7849312124
1242,7657855120
1243,7504743019
1244,6004917977
1245,7279632298
1246,7691416504
1247,7848739049
1248,7849311958
1249,7748260857
1250,7372319567
1251,7849039622
1252,7718466703
1253,7810350297
1254,7740210326
1255,7436604689
1256,7813070333
1257,7849039687
1258,7824864667
1259,7848813453
1260,7849312016
1261,7784805848
1262,6523017940
1263,7747328245
1264,5547215142
1265,7849118737
1266,7848813276
1267,7469358406
1268,7841410336
1269,7768474114
1270,7639609254
1271,5978853770
1272,7810391754
1273,7782926036
1274,7845711309
1275,7595220084
1276,6875262107
1277,7796463506
1278,5251425093
1279,7812471519
1280,7496974606
1281,6245611298
1282,6519992039
1283,7763308162
1284,7483517422
1285,7848738819
1286,7754393648
1287,7727320934
1288,7490206461
1289,7555826547
1290,7819674717
1291,7429484254
1292,7737304584
1293,5691631833
1294,7500243850
1295,7740859985
1296,7849311893
1297,7819668340
1298,0
1299,7594234746
1300,7764346385
1301,7743509823
1302,7223724517
1303,7820388543
1304,7849247926
1305,7849039855
1306,7442353686
1307,7765368366
1308,7819295856
1309,7846876436
1310,7691254504
1311,7830126487
1312,7848964034
1313,7849054772
1314,5377347513
1315,7849312041
1316,7848888536
1317,7849039929
1318,6249179515
1319,6533239842
1320,5856977080
1321,7738633586
1322,7535287771
1323,7828869595
1324,7849312184
1325,7381340818
1326,7813001898
1327,7849312098
1328,7287852531
1329,6481559190
1330,7776770040
1331,7849118869
1332,7817831421
1333,7789898183
1334,7131850956
1335,6986753736
1336,7848963827
1337,7782149047
1338,5387258954
1339,7848888518
1340,6680222255
1341,7640425896
1342,6587180335
1343,7849247629
1344,7775522986
1345,6571598146
1346,6630550470
1347,7846828009
1348,7832040554
1349,7849039788
1350,7731074990
1351,7774197228
1352,7836472449
1353,7848573295
1354,7849039474
1355,7791736670
1356,7769043513
1357,7087881258
1358,7219895133
1359,7839155529
1360,6386383746
1361,7754698089
1362,7614124603
1363,7421555648
1364,7543360687
1365,7825714540
1366,7562851304
1367,7813909446
1368,7848767945
1369,7822353472
1370,7814290205
1371,7628156652
1372,7282814388
1373,7792514020
1374,7389545214
1375,5973045626
1376,7848963702
1377,7428862805
1378,5868480533
1379,7849039620
1380,7764761105
1381,7763585349
1382,7849247711
1383,7849311866
1384,7849039553
1385,6605358659
1386,7840559014
1387,7848467410
1388,7848888256
1389,7443997671
1390,7415815532
1391,1843339787
1392,7394779725
1393,7817607022
1394,7498829939
1395,7844834408
1396,7816139884
1397,7848963625
1398,7849182706
1399,6856745813
1400,7418203405
1401,7848739120
1402,7849312213
1403,7815118706
1404,7680899906
1405,7832677229
1406,7848964079
1407,5897909052
1408,7397085163
1409,7848888568
1410,7745543036
1411,7839230548
1412,7848813754
1413,7848739164
1414,7849039943
1415,7848888526
1416,7419420962
1417,7848951269
1418,7742232171
1419,7848813629
1420,7848813668
1421,7849247870
1422,7849039719
1423,7849054669
1424,7848761343
1425,7573879028
1426,5452434533
1427,7790002729
1428,7739536720
1429,7477035988
1430,7849024676
1431,7635015532
1432,7848738726
1433,7835355648
1434,7420136762
1435,7485483646
1436,7529617721
1437,7824860810
1438,5537684870
1439,7848813577
1440,7849118847
1441,7849054544
1442,7840360241
1443,7494150589
1444,7646850647
1445,7572085928
1446,7848798376
1447,7801287684
1448,7849118077
1449,7540110260
1450,5180484482
1451,7686209375
1452,7271265903
1453,7845833868
1454,7847435519
1455,7774807367
1456,7500169550
1457,7849312075
1458,3166790317
1459,7849247756
1460,7749009580
1461,7845834820
1462,7740321200
1463,7847528825
1464,5655140831
1465,7336432191
1466,7848398518
1467,7811207713
1468,7848888317
1469,7847722055
1470,6560880513
1471,7720480516
1472,7848963774
1473,7848888358
1474,7773566153
1475,7750800573
1476,7848813334
1477,7805327291
1478,7387080901
1479,7393810882
1480,7786406874
1481,6089571045
1482,7779717312
1483,7721774459
1484,6604517860
1485,7848888257
1486,7846163232
1487,7848738830
1488,7822128896
1489,7653387898
1490,5181902254
1491,5585614023
1492,7848888237
1493,7840501656
1494,7791802188
1495,6988328223
1496,7763611335
1497,7740173328
1498,0
1499,7367654960
1500,5768036937
1501,7849118933
1502,7529023711
1503,7810926359
1504,7743101892
1505,6886125770
1506,7499288530
1507,6134183065
1508,7849118984
1509,7849247088
1510,0
1511,7828193253
1512,7849040038
1513,7771563066
1514,7834744662
1515,7848813753
1516,7725104870
1517,7849312215
1518,5538839631
1519,7654262040
1520,5721381176
1521,6475520337
1522,7788913519
1523,7567210697
1524,7848963874
1525,6249179515
1526,6533239842
1527,5856977080
1528,7738633586
1529,7764610008
1530,7848739062
1531,6926197784
1532,7849182242
1533,7824236495
1534,7807791160
1535,7812292904
1536,7848332537
1537,7849182880
1538,6459036066
1539,7424480787
1540,6856890979
1541,6649479012
1542,7848739115
1543,7849054633
1544,7733263970
1545,7848888475
1546,7764931902
1547,7346478427
1548,7738205778
1549,7765298685
1550,7822155833
1551,7759289923
1552,7849312124
1553,7779329906
1554,7775313924
1555,7849312079
1556,7840666005
1557,6266640889
1558,7848739049
1559,7849311958
1560,7833039599
1561,7450776515
1562,7336453050
1563,7849312117
1564,7810350297
1565,7773373686
1566,7436604689
1567,7785796678
1568,7849039687
1569,7824864667
1570,7848813453
1571,7791644622
1572,7626512202
1573,7424113212
1574,6560880513
1575,6857690666
1576,7848738914
1577,7774038504
1578,7485764008
1579,7618929054
1580,7776658617
1581,7747770785
1582,7848888293
1583,6297497892
1584,7435881458
1585,7849182775
1586,7849054555
1587,7849182202
1588,7846721759
1589,7511964253
1590,5749016598
1591,6706229776
1592,7849039557
1593,7750924485
1594,7313437064
1595,7558004330
1596,7367042466
1597,7848619012
1598,7849309610
1599,7848813829
1600,7842084151
1601,6320643633
1602,7553991499
1603,7234197042
1604,7837679404
1605,7353296674
1606,7508121479
1607,7849040050
1608,7848739301
1609,7849312287
1610,6067181663
1611,7849039874
1612,7849040039
1613,7801471414
1614,7849118982
1615,5933272873
1616,5480070428
1617,7456481793
1618,7804034703
1619,7831441765
1620,6303818500
1621,7849247905
1622,7619836867
1623,7806425695
1624,6152312521
1625,7617492439
1626,7810157505
1627,6456547365
1628,7849118940
1629,7837012811
1630,7839182248
1631,7682903054
1632,7819981411
1633,6177463986
1634,7849039819
1635,7772011963
1636,7849039898
1637,7848813604
1638,7839331144
1639,7802033324
1640,5455147443
1641,7829494167
1642,7841123176
1643,7847377454
1644,7777731125
1645,1870136235
1646,7836555109
1647,7849182922
1648,7284224679
1649,7566158155
1650,5976128687
1651,7848876137
1652,7781840709
1653,7849054651
1654,7602580733
1655,6239149784
1656,7847642680
1657,7848963897
1658,7802447121
1659,7830963334
1660,7430697958
1661,7731074990
1662,0
1663,7848888365
1664,7845294598
1665,5472882342
1666,7736776922
1667,5153385783
1668,5026552701
1669,6960471537
1670,7849182816
1671,7802602508
1672,7804587394
1673,7814935368
1674,7724015573
1675,7849312006
1676,7626512202
1677,7849247048
1678,7774246841
1679,6396599449
1680,6900312929
1681,7835807600
1682,6504748076
1683,7841410336
1684,7808518834
1685,7562465272
1686,7848888293
1687,7720841318
1688,7739962113
1689,7277594396
1690,7849118685
1691,7738484257
1692,7730786491
1693,7848888257
1694,3301767157
1695,7848738830
1696,7849054443
1697,5437466911
1698,7199198441
1699,7657651607
1700,7609138976
1701,7848739327
1702,7838653444
1703,7820482269
1704,7818375102
1705,7775663913
1706,7849039935
1707,7801585921
1708,7845550507
1709,6615992881
1710,7848539972
1711,7517890819
1712,7808122002
1713,7583104418
1714,7825930331
1715,7849039790
1716,7793322942
1717,7083681512
1718,7684416444
1719,7848737316
1720,7844978408
1721,7849118657
1722,7613991443
1723,7849054687
1724,7636576854
1725,7835839745
1726,5538839631
1727,7654262040
1728,7849312211
1729,7848951269
1730,7446777520
1731,6653857960
1732,3578296020
1733,7290999590
1734,5775955756
1735,7750807958
1736,7753187173
1737,7833685055
1738,7848739062
1739,7286192473
1740,7822940273
1741,5634319542
1742,7842753496
1743,7717342402
1744,7650126901
1745,7776770040
1746,5049798360
1747,7849247853
1748,5514167533
1749,7702180552
1750,7409558803
1751,7433359488
1752,7284224679
1753,7566158155
1754,7203000322
1755,7828632518
1756,7848654762
1757,7849247849
1758,7602580733
1759,6239149784
1760,7673191866
1761,7684248306
1762,6093307817
1763,7848963919
1764,7845833868
1765,7811531789
1766,7849312078
1767,7848888372
1768,7785390271
1769,6851177192
1770,7235145286
1771,5933870164
1772,7832357556
1773,7776170292
1774,7819928426
1775,7846305872
1776,7849118739
1777,7848384827
1778,7559803217
1779,7549579865
1780,7848963787
1781,7562851304
1782,7849054543
1783,7229872888
1784,7848813338
1785,7814290205
1786,7849039591
1787,7794195869
1788,6540541570
1789,7187397745
1790,7393810882
1791,6210755840
1792,7758580471
1793,6394789919
1794,7832890146
1795,7756004267
1796,7849036121
1797,6625817125
1798,7496974606
1799,7848739394
1800,7149213738
1801,7849054609
1802,7838023337
1803,7789024199
1804,7793154251
1805,6461339375
1806,7411327115
1807,7824656408
1808,7849040084
1809,7849119001
1810,6839807840
1811,7442133779
1812,7834836947
1813,7508121479
1814,7755661670
1815,7847844966
1816,7848448861
1817,7769841231
1818,7228785397
1819,7848963719
1820,7587777332
1821,5809589803
1822,7781272531
1823,7849039855
1824,7444502588
1825,7569064557
1826,7832811599
1827,7848739126
1828,7545515563
1829,7799344761
1830,7727918060
1831,6523975494
1832,7757322690
1833,7742232171
1834,6653857960
1835,3225417502
1836,6423814949
1837,5775955756
1838,7849182817
1839,7849039870
1840,7573879028
1841,7076800122
1842,7798030212
1843,7849182242
1844,7398996694
1845,7845277873
1846,7812292904
1847,7848332537
1848,7849182880
1849,6459036066
1850,6859624493
1851,6856890979
1852,7848963911
1853,7743535621
1854,7849312135
1855,7849118870
1856,7848888475
1857,7612327398
1858,7346478427
1859,7715469901
1860,7848813492
1861,7812755305
1862,7782563498
1863,7419911631
1864,7673191866
1865,7654471182
1866,7848739032
1867,7844158834
1868,7802986732
1869,7848888377
1870,7848888367
1871,7836472449
1872,7848573295
1873,7849039474
1874,7791736670
1875,7769043513
1876,7087881258
